Brand Code,Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure3,Hyd Pressure4,Filler Level,Filler Speed,Temperature,Usage cont,Carb Flow,Density,MFR,Balling,Pressure Vacuum,PH,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Alch Rel,Carb Rel,Balling Lvl
A,5.453333333,24.07333333,0.24,69.6,141.8,0.086,0.32,0.1,144.4,125.8,50,12.6,39.4,36.6,102,121.8,3892,65.6,23.76,3258,1.58,700.6,3.142,-5.4,8.18,0.0344,120,50,142.6,7.16,5.52,2.98
A,5.453333333,23.98666667,0.261333333,70,141.4,0.024,0.12,0.02,71.2,125.4,,18,12,20.8,,95,1008,65.8,24.12,2918,1.52,,2.992,-5.4,8.22,0.0338,90,50,142.2,7.16,5.54,3
A,5.42,23.98666667,0.221333333,67.6,138.4,0.064,0.06,0.08,146.2,123.2,58,12.8,39.2,37.2,86,108.6,3890,66,24.02,3570,1.56,705.6,3.092,-5.4,8.28,0.0358,120,50,142.4,7.16,5.5,2.88
A,5.466666667,24.08666667,0.208,66,136,0.062,0.14,0.02,142.8,123.2,52,14.6,34.8,38,86,83.4,3794,66.2,24.16,3452,1.48,656.2,2.892,-5.4,8.16,0.0372,90,50,143,7.16,5.52,2.86
A,5.426666667,23.84666667,0.188,66.6,137.4,0.078,0.54,0.08,131.4,125.2,55.4,13.8,29.2,32.8,94,87.2,3182,66,24.18,3660,1.54,553,3.042,-5.2,8.2,0.0348,90,50,142.8,7.16,5.58,2.88
A,5.426666667,24.08,0.252666667,72.2,144.4,0.064,0.28,0.02,154.8,123.8,50.2,15.2,41.2,39,84,90.2,3896,65.4,24.18,3278,1.58,710.2,3.142,-5.2,8.18,0.035,90,50,142.6,7.16,5.52,2.92
A,5.393333333,23.9,0.196666667,68.2,139.8,0.1,0.14,0.04,155.6,124,58.8,15.2,41.4,40,86,82,3890,65.4,23.98,3584,1.58,723,3.142,-5.2,8.22,0.0338,90,50,142.6,7.16,5.52,2.92
A,5.446666667,23.98,0.212,71.2,143,0.116,0.1,0.02,142,123,50.4,10.2,37.8,36,78,87.8,3894,66.2,23.82,3230,1.54,729.6,3.042,-5.2,8.12,0.0344,90,50,142.4,7.16,5.48,2.92
A,5.42,23.94,0.160666667,71.4,145.8,0.096,0.38,0.16,150.6,123.8,50,13.8,41.2,37.2,88,90.2,3890,66.6,23.52,3286,1.6,704.8,3.192,-5.4,8.2,0.0444,90,50,142.6,7.1,5.48,3.02
A,5.4,24.04666667,0.219333333,62.4,133.4,0.062,0.36,0.04,153.4,124,50.2,13.2,42.4,38,84,89,3888,66.4,23.64,3266,1.62,711.4,3.242,-5.4,8.14,0.0436,90,50,142.6,7.1,5.48,3.02
A,5.366666667,23.99333333,0.227333333,68.2,141.2,0.074,0.26,0.02,130.2,122.8,51.8,10.8,31,30.8,96,90.6,3998,66.4,24.18,3296,1,731,1.696,-5.4,8.1,0.0436,90,50,142,6.52,5.42,1.44
B,5.326666667,23.97333333,0.260666667,67.8,141.2,0.128,0.1,0.02,134.6,123,50,11.8,34.4,31.2,94,89.2,3994,65.8,24.14,3256,0.98,725.8,1.648,-5.4,8.18,0.0428,90,50,141.8,6.52,5.42,1.42
B,5.286666667,23.98666667,0.244,70.8,146,0.05,0.06,0.08,134.2,124.4,50,14,31.6,31,96,90.2,3992,65.4,24.14,3290,0.98,741.2,1.648,-5.4,8.24,0.0418,90,50,142.2,6.52,5.3,1.42
B,5.246666667,24.06666667,0.21,71.8,148,0.138,0.24,0.08,126,122,50,12.8,29.6,28,90,90.6,4000,65.4,23.62,3290,0.96,728.8,1.596,-5.2,8.26,0.0402,90,50,142.4,6.52,5.32,1.42
B,5.226666667,23.92,0.217333333,68.6,147.2,0.118,0.34,0.14,123.6,123,49.8,12.4,27.8,28.6,94,91,3996,64.8,24.16,3278,0.96,729.2,1.598,-5.2,8.22,0.0536,90,50,141.8,6.56,5.34,1.42
B,5.326666667,24.04,0.263333333,67.2,140.8,0.072,0.1,0.04,16,128.6,38.4,0,0.2,-1.2,100,104.4,,65.4,24.3,858,0.9,,1.448,-5,8.3,0.0466,90,50,142.2,6.52,5.38,1.4
B,5.366666667,24.03333333,0.291333333,64,134.2,0.226,0.14,0.14,128.8,124.4,51.2,19.6,27.4,26.6,100,89.8,4000,65.4,24,3362,0.94,728.4,1.548,-5,8.3,0.0442,90,50,141.8,6.52,5.38,1.4
B,5.333333333,24.03333333,0.242,69.4,143.8,0.104,0.26,0.02,134.2,123.6,49.8,21.6,28.8,27.4,98,89.6,3994,65.2,24.16,3298,0.94,728.8,1.546,-5,8.26,0.0432,90,50,141.8,6.52,5.4,1.4
B,5.326666667,23.96666667,0.194,64.2,136,0.07,0.24,0.06,137.2,124.2,50,23.6,29.8,27,92,90.4,3992,65.2,23.74,3300,0.94,731,1.548,-5,8.34,0.0422,90,50,142.6,6.52,5.4,1.38
B,5.286666667,24.00666667,0.249333333,65.6,138.8,0.018,0.16,0.06,140.6,125.6,50.2,26.4,30.8,28.2,98,91.2,3996,65,24.12,3296,0.94,731.6,1.548,-5,8.18,0.035,90,50,142.2,6.54,5.36,1.4
B,5.186666667,23.96666667,0.258666667,69.4,146.6,0.068,0.32,0.04,148,123.8,52.8,28,31.6,30.2,94,90.4,4002,65.2,23.74,3362,0.94,731.8,1.548,-5,8.28,0.0352,90,50,142.2,6.54,5.36,1.38
B,5.2,23.80666667,0.126666667,64.8,143.8,0.11,0.56,0.24,137,123.8,52,15.2,33.6,31.4,98,90.6,3992,65,23.48,3332,0.96,726.6,1.598,-5.2,8.32,0.04,90,50,142.8,6.58,5.36,1.4
,5.113333333,23.81333333,0.117333333,69.4,148.8,0.034,0.1,0.06,0.2,128,49.6,0,0.2,-1.2,134,112.6,1006,69.2,24.04,42,1.06,,1.848,-5.4,8.26,0.0316,90,50,143,8.6,5.64,1.6
D,5.393333333,23.99333333,0.14,73.8,147.8,0.018,0.12,0.02,132.8,125.6,50.4,9.6,34.4,32.2,80,90.6,3952,64.2,24.04,3262,1.76,717,3.588,-5.4,8.36,0.0364,90,50,142.8,7.7,5.56,3.28
D,5.393333333,23.95333333,0.252666667,74.2,148.6,0.07,0.14,0.02,131.4,128.2,,11.6,31.8,31,100,,1884,64.4,23.78,1008,1.7,273.2,3.438,-5.4,8.36,0.0362,90,50,142.4,7.7,5.54,3.28
D,5.473333333,23.98,0.214666667,73,144.2,0.064,0.24,0.06,128.2,124.2,49.8,7.8,33.8,31.8,78,89.8,3952,63.6,23.78,3252,1.78,709.6,3.638,-5.4,8.36,0.0344,90,50,142.6,7.7,5.6,3.32
D,5.5,23.84,0.242666667,73.8,145,0.226,0.36,0.12,124.4,124.4,46,7,32.4,30.2,76,90,3890,63.8,24.04,3114,1.8,710.4,3.686,-5.4,8.34,0.0346,90,46,142.4,7.7,5.6,3.32
D,5.46,23.90666667,0.313333333,72.6,144.4,0.198,0.24,0,129.6,125.6,45.8,6.4,35.4,31.4,80,94,3896,64.4,24.22,3166,1.78,663.6,3.638,-5.4,8.38,0.0518,90,46,142.4,7.72,5.56,3.28
D,5.506666667,24.1,0.266,72.2,143.6,0.08,0.12,0.06,128,127.8,45.8,4.8,36.6,31.6,82,90.2,3890,64.4,23.96,3084,1.78,712,3.638,-5.6,8.4,0.0408,90,46,143,7.74,5.58,3.28
D,5.526666667,24.04,0.278666667,69.4,139.2,0.084,0.16,0.02,125,126,46.4,3.2,34,32.2,80,91.4,3896,64.6,23.8,3112,1.78,703,3.638,-5.6,8.36,0.0404,90,46,142.8,7.74,5.6,3.28
D,5.506666667,23.98666667,0.22,,153.4,0.076,0.28,0.06,123.2,123.6,49.8,3.6,33,31.2,90,91,3890,64.8,23.98,3252,1.78,688.8,3.638,-5.6,8.4,0.0392,90,46,143.2,7.74,5.58,3.28
D,5.453333333,23.94666667,0.240666667,78.8,152.2,0.106,0.02,0.02,100.2,119.6,53.6,1.6,24.8,25.6,88,83.4,3902,66.4,23.98,3472,1.64,662.4,3.29,-5.4,8.36,0.0362,90,46,143.2,7.72,5.54,3.26
D,5.51,24.15333333,0.249333333,71.8,143.2,0.096,0.22,0.06,104.4,124,46,1.8,26.8,25.6,84,120.6,3894,64,23.98,3116,1.74,713.6,3.538,-5.4,8.28,0.035,120,46,143,7.7,5.58,3.28
D,5.5,24.04666667,0.27,71.8,142.6,0.176,0.22,0.08,106,123.8,46.2,2.6,25.8,26,80,87.8,3890,64,24.24,3186,1.76,715.4,3.588,-5.4,8.36,0.0346,90,46,143,7.7,5.54,3.28
D,5.46,23.98666667,0.224666667,72.6,145,0.05,0.34,0.04,106.2,127.4,46.4,3.2,26.2,25.6,80,90,3890,64,23.94,3204,1.76,705,3.588,-5.4,8.42,0.0346,90,46,143.2,7.7,5.56,3.28
D,5.48,23.90666667,0.095333333,69.2,140,0.028,0.58,0.08,112,125.8,46.2,4.2,27.2,26,86,91,3890,64.8,23.94,3192,1.74,708.8,3.538,-5.2,8.4,0.0412,90,46,143.4,7.7,5.56,3.28
A,5.326666667,24.03333333,,69.2,142.8,0.016,0.22,0.08,110.6,124.4,45.8,4,27.6,26.8,102,89.4,3788,66.4,23.94,3194,1.68,687.2,3.39,-5.2,8.22,0.0318,90,46,143.2,7.06,5.54,3.24
B,5.34,24.08,0.240666667,63.2,135.6,0.148,0.28,0.04,120,126.6,46.2,6.6,28.8,28,106,89.8,3788,64.8,23.54,3176,0.92,692.8,1.498,-5.4,8.32,0.0364,90,46,143.4,6.56,5.34,1.42
B,5.3,23.98666667,0.208666667,70,145.2,0.012,0.1,0,123.2,126.4,46.2,7.2,30.4,29.4,106,90,3784,65,24.1,3178,0.96,692,1.598,-5.4,8.28,0.0352,90,46,143.4,6.56,5.36,1.42
B,5.4,24.1,0.204,66,136.6,0.088,0.22,0.12,127.2,125.8,45.8,7.8,32.8,30.2,106,89.6,3784,64.4,24.06,3178,0.96,680.8,1.598,-5.6,8.34,0.036,90,46,143.4,6.56,5.34,1.42
B,5.3,23.79333333,0.192666667,69.2,143.6,0.148,0.24,0.04,126.8,125.6,46,7.8,33,29.6,102,90.4,3784,64.4,24.06,3158,0.98,692.6,1.648,-5.6,8.36,0.0354,90,46,143,6.56,5.36,1.42
B,5.406666667,24.13333333,0.190666667,69.8,141.8,0.036,0.18,0.04,0.2,128,40,0.4,0.2,-1.2,134,89.8,1016,70.6,23.86,46,0.9,,1.45,-6,8.74,0.0882,90,46,143.8,6.54,5.4,1.38
C,5.44,24.03333333,0.247333333,68.8,139.2,0.004,0.26,0.08,128.6,122.2,56.6,9.8,28.6,32.4,116,117.8,3324,66,23.88,3612,1,547.8,1.696,-6.2,8.62,0.0364,120,50,143.4,6.52,5.4,1.44
B,5.46,24.00666667,0.310666667,66.8,137.4,0.066,0.1,0,0.2,127,43.4,0,0.2,-1.2,132,90.4,1010,67,23.88,44,0.84,,1.298,-6.2,8.64,0.0542,90,50,144,6.52,5.4,1.44
B,5.433333333,23.9,0.265333333,66.2,137,0.044,0.04,0.06,143.8,122.2,58.4,16.4,35.2,31.6,98,86.4,3898,66.2,23.88,3566,1.04,732.4,1.746,-6.2,8.6,0.0342,90,50,143.4,6.52,5.42,1.44
B,5.446666667,23.92666667,0.226,64.2,134.8,0.056,0.18,0.06,152.2,124.8,50.2,19,38.4,32.2,100,89.6,3894,66.2,23.88,3234,1.04,710.6,1.796,-6.2,8.6,0.0334,120,50,143,6.52,5.42,1.44
B,5.446666667,24.05333333,0.221333333,70.4,142,0.114,0.18,0.02,144.8,124.8,50.6,18.4,34.8,31,98,89.4,4008,66.2,24.14,3228,1.04,728.2,1.796,-6.2,8.52,0.0326,90,50,143.2,6.52,5.44,1.44
B,5.353333333,24.06666667,0.258,77.6,153,0.01,0.06,0.06,136,127.2,51.4,16.2,32.2,29.8,106,87.2,3868,66.4,24.14,3334,1.04,662.4,1.796,-6,8.5,0.0332,90,50,142.8,6.52,5.44,1.44
B,5.1,24,0.29,65.8,144.6,0.086,0.28,0.08,0.2,125.8,,0,0.2,-1.2,118,,1010,68,24.14,3132,0.98,425.8,1.648,-6,8.5,0.0364,90,50,143.4,6.46,5.1,1.4
B,5.406666667,24.08666667,0.236666667,67.8,139.6,0.114,0.06,0.02,157.2,125.8,50,24.6,38.4,32.6,104,89.6,3994,65,23.66,3238,1.04,729,1.796,-6,8.48,0.0324,90,50,143.8,6.56,5.36,1.44
B,5.373333333,24.10666667,0.267333333,77.4,154,0.1,0.2,0.12,157.4,124.6,50.2,28,38.2,30.4,100,90.2,3994,65,,3222,1.02,729.8,1.746,-6,8.48,0.0326,90,50,143,6.56,5.36,1.44
B,5.353333333,24.02666667,0.257333333,64,138.4,0.128,0.22,0.2,165.6,123.6,50,30,40,32.6,98,89.2,3992,65.2,23.58,3216,1.02,728.4,1.746,-6,8.48,0.0324,90,50,143,6.56,5.36,1.44
B,5.38,24.11333333,0.260666667,67.6,140.6,0.052,0.04,0.1,162.6,123.2,54.8,29.8,38.8,32,104,91,3998,65.4,23.52,3342,1.02,716.8,1.746,-6,8.52,0.0334,90,50,143.2,6.56,5.36,1.44
B,5.42,,0.284666667,65.2,136.4,0.12,0.14,0.04,154,126,50,19.6,40.2,30.6,100,90,3994,68.2,24.2,3204,1.02,724.6,1.748,-6,8.46,0.0336,90,50,142.8,6.5,5.42,1.46
C,5.273333333,24.12666667,0.102666667,64.6,140.2,0.012,0.24,0.24,137,122.8,50.2,12.8,36.6,29.2,106,90.6,4010,67,23.44,3210,1.02,726.6,1.746,-6.2,8.46,0.03,90,50,143.4,6.52,5.34,1.62
B,5.266666667,23.96666667,0.25,62.6,137.4,0.148,0.24,0.14,145.2,124,51,14.2,38.6,29.8,104,89.4,3996,66.8,23.8,3210,1.02,729.2,1.746,-6.2,8.5,0.0322,90,50,143.2,6.52,5.28,1.62
C,5.333333333,23.93333333,0.242666667,64.6,139.8,0.07,0.28,0.18,144,125.8,49.8,16.4,34.2,32.4,98,121.4,3998,67,23.68,3208,1.04,716.6,1.796,-6.2,8.4,0.031,120,50,143.6,6.52,5.28,1.58
C,5.326666667,23.99333333,0.304666667,66.8,140.8,0.128,0.2,0.06,151.6,124.4,50,21.6,38,31.6,98,90.8,3996,66.6,23.54,3192,1.02,727,1.746,-6.2,8.48,0.032,90,50,143.8,6.54,5.3,1.54
C,5.346666667,23.94666667,0.29,60.2,131.8,0.18,0.12,0.04,146.6,125.2,54,18.6,35,31.8,102,90.2,4004,66.6,24.16,3344,1.02,734.4,1.746,-6.2,8.42,0.0302,90,50,142.8,6.54,5.32,1.54
C,5.406666667,23.97333333,0.266,66.4,138.8,0.11,0.1,0.06,151.4,124.4,49.6,20.2,38.2,31,94,88.4,3994,66,23.72,3172,1.04,680.8,1.796,-6.2,8.46,0.0314,90,50,142.8,6.6,5.36,1.6
C,5.34,24.03333333,0.318666667,67,142.8,0.152,0.18,0.16,156.4,129,50.2,22,39.6,32.8,88,89.2,3996,66.2,23.7,3254,1.08,729.6,1.896,-6.2,8.42,0.0322,90,50,143,6.6,5.36,1.6
C,5.433333333,23.89333333,0.268666667,65.2,135.8,0.252,0.04,0.02,138.2,122.2,58.4,16.2,32.6,30.6,100,85,4004,66.2,23.72,3584,1,724.6,1.696,-6.2,8.42,0.0356,90,50,142.6,6.6,5.36,1.58
C,5.273333333,23.92,0.274,78.2,,0.136,0.22,0.06,153.4,125.2,50.2,20.2,37.4,32.2,94,89.8,4000,66.4,23.72,3212,1.04,728,1.796,-6.2,8.42,0.0342,90,50,143,6.6,5.36,1.58
B,5.393333333,24,0.241333333,62.8,134.6,0.178,0.4,0.1,158,122.6,50,21.6,38,34.6,104,90.8,3998,66,23.5,3200,1.06,726.8,1.846,-6.4,8.4,0.0334,90,50,142.4,6.56,5.36,1.46
B,5.413333333,23.85333333,0.288,65.4,136.4,0.232,0.28,0.02,8.6,129.2,49.4,-0.4,0.2,-1.2,134,88.4,1006,66,23.74,50,0.98,,1.646,-6.4,8.38,0.0334,90,50,142,6.56,5.36,1.46
B,5.34,23.92,0.275333333,69.8,143.2,0.084,0.26,0.04,151,124.2,50,12,38.8,35.8,100,120.6,3996,66,23.52,3152,1.04,729.2,1.796,-6.4,8.38,0.0324,120,50,142,6.56,5.36,1.46
B,5.306666667,23.88,0.253333333,77,153.6,0.084,0.22,0.02,150.2,125.2,49.8,18.6,35,32.8,96,89.4,3996,67.6,23.84,3244,1.04,721.8,1.798,-6.2,8.36,0.0314,90,50,142,6.54,5.36,1.46
B,5.38,24.06666667,0.228,67,139.6,0.098,0.2,0,148.6,123,50.4,18,35.2,32.8,94,90.4,3994,67.4,24.02,3254,1.06,729,1.848,-6.2,8.42,0.032,90,50,142.4,6.54,5.36,1.46
C,5.366666667,24.08,0.271333333,69.2,142.2,0.034,0.22,0.04,150.4,124,50.4,22,35.4,31.8,100,90.6,3998,68,23.36,3260,1.04,725.4,1.798,-6.2,8.38,0.033,90,50,142.4,6.54,5.38,1.46
B,5.393333333,23.92666667,0.273333333,64.4,136.2,0.136,0.24,0.04,137.6,121,50,13.4,33.8,31,98,90.4,3994,67.6,23.6,3236,1.06,727,1.848,-6,8.38,0.0334,90,50,142.2,6.56,5.38,1.46
B,5.36,24.04,0.228,71.2,146.8,0.112,0.14,0.14,143.8,124.4,50,14.4,35.2,32.2,96,90.2,3996,67.4,23.8,3272,1.04,723.4,1.796,-6.2,8.36,0.033,90,50,142.6,6.56,5.4,1.46
B,5.42,24.12,0.22,67,139.4,0.056,0.12,0.08,154.2,129.8,50.2,17.8,38.8,37.2,102,90.6,3996,67.4,23.94,3256,1.04,725.4,1.796,-6,8.34,0.033,90,50,142.6,6.56,5.42,1.46
B,5.36,23.91333333,0.236666667,63.6,136.4,0.088,0.14,0.06,151.2,127.2,50.2,18,37.2,34.4,100,88.6,3890,64.2,23.8,3256,1,706.2,1.698,-6.2,8.44,0.037,90,50,143,6.56,5.32,1.36
B,5.313333333,23.92666667,0.266666667,63,136,0.008,0.3,0.04,159.2,130.6,50.2,19.2,40.6,36.2,94,89.6,3892,64.2,23.5,3260,1.02,707.2,1.748,-6.2,8.42,0.0366,90,50,142.8,6.56,5.3,1.36
B,5.386666667,23.93333333,0.293333333,66.2,137.6,0.126,0.38,0.08,149.2,125.4,50,18,37.8,32.2,98,96.4,3894,66,23.54,3282,1.04,697.2,1.796,-6.2,8.38,0.0344,100,50,143.2,6.52,5.4,1.46
B,5.393333333,24.02666667,0.284,66,138.2,0.222,0.42,0.04,152.4,125.4,49.8,17,38.4,33.2,94,90.2,3890,66,23.82,3242,1.06,699.2,1.846,-6.2,8.46,0.0344,90,50,143.4,6.52,5.38,1.46
D,5.313333333,,0.138,66,139.8,0.01,0.06,0.02,144.4,123.2,50,14.4,36.6,32,86,89.8,3892,66.4,23.84,3236,1.8,707.4,3.688,-6.4,8.52,0.0302,90,50,142.8,7.74,5.6,3.26
D,5.56,23.97333333,0.261333333,67.6,136.6,0.094,0.2,0.04,143.2,125.8,46.2,13.8,35.4,32.8,82,90,3892,66.4,24.06,3034,1.82,708.8,3.738,-6.4,8.48,0.0292,90,46,142.2,7.74,5.6,3.26
D,5.673333333,23.98,0.238,71.8,139,0.05,0.22,0.08,141.8,123,46,11.6,36.6,32.6,78,90,3892,66,23.8,3016,1.84,705.8,3.786,-6.4,8.56,0.0322,90,46,142.8,7.74,5.62,3.28
D,5.6,24.01333333,0.204,74.4,143.4,0.082,0.2,0.08,137.8,124.2,46,8.6,36.6,31.6,80,90.2,3894,65.6,23.28,2924,1.88,707.4,3.886,-6.6,8.46,0.0366,90,46,143.2,7.68,5.56,3.38
D,5.586666667,23.99333333,0.222666667,72.4,141.8,0.094,0.14,0.04,134.4,122.8,48.6,7,35.6,31.6,84,98,3892,65.8,24.04,3108,1.84,685.2,3.786,-6.6,8.5,0.0388,90,46,142.6,7.7,5.72,3.28
D,5.613333333,23.90666667,0.264,70.6,140,0.104,0.26,0.1,128,125.2,46.2,4.8,33.8,30,80,90.2,3894,65.8,24.04,3052,1.84,711,3.786,-6.6,8.44,0.0304,90,46,142.2,7.7,5.6,3.28
D,5.633333333,24.09333333,0.218666667,69.8,137.8,0.11,0.08,0.06,115.8,124.6,46.2,3,28.6,27.6,76,84,3890,66.2,23.56,3074,1.84,728.8,3.788,-6.6,8.48,0.0304,90,46,142.6,7.7,5.66,3.28
D,5.26,23.94,0.298,76.6,,0.16,0.14,,113.6,122.2,45.8,2.4,29.6,28,80,90.4,3888,64.6,24.06,3076,1.9,712,3.934,-6.6,8.5,0.0496,90,46,142.2,7.68,5.56,3.4
,5.346666667,23.86,0.23,67,140.2,0.098,0.18,0.02,84.8,121.8,55.6,0,17.2,23,94,86.4,3084,67.8,23.98,3578,1.04,552.2,1.798,-6.6,8.26,0.032,90,46,141.6,6.54,5.36,1.48
,5.433333333,24.1,0.227333333,67.4,138.4,0.098,0.28,0.02,111.2,125.4,51.2,0.4,29.4,30.4,80,89.8,3902,67.2,23.66,3108,1.08,758.4,1.896,-6.6,8.18,0.0298,90,46,142.6,6.54,5.34,1.48
,5.366666667,23.92,0.289333333,78.6,154,0.044,0.2,0.04,118,124,46.4,1,32.6,31.6,114,90.4,3902,67,23.72,3090,1.06,713.2,1.846,-6.6,8.24,0.0312,90,46,142.4,6.54,5.34,1.48
,5.44,24.03333333,0.272666667,65.6,136.8,0.054,0.12,0.06,115.4,125.8,46.2,1,31.2,30.2,112,90.2,3892,67.6,23.4,3082,1.06,705.6,1.848,-6.6,8.26,0.0306,90,46,141.6,6.58,5.34,1.52
,5.44,24.14,0.206666667,72.6,145.4,0.078,0.16,0.04,96,122.2,55.6,0.4,21.6,25.8,86,85.4,3520,67.4,23.46,3522,1.1,599.4,1.946,-6.4,8.3,0.031,90,46,141.6,6.54,5.34,1.56
A,5.546666667,23.84666667,0.298666667,77,149,0.006,0.06,0.12,115.8,122.4,46.2,1.8,28.6,31.2,102,120,3894,64.6,23.46,5104,1.76,709,3.588,-6.4,8.24,0.0348,120,46,142,7.04,5.58,3.26
A,5.6,24,0.279333333,67.6,136.2,0.144,0.3,0.08,120.2,123.6,46,3,29.2,31.6,102,89.8,3904,64.6,24.08,4666,1.76,711.8,3.588,-6.2,8.24,0.0364,90,46,142.8,7.04,5.58,3.26
A,5.58,24.07333333,0.308,72.4,142,0.086,0.18,0.1,123,125.6,48.6,3.8,29,33.2,102,90.4,3898,65,23.82,,1.74,705.2,3.538,-6.2,8.2,0.0354,90,46,142.6,7.04,5.6,3.26
A,5.573333333,24.07333333,0.226,71.8,140.2,0.09,0.26,0.08,128,122.8,49,6.2,30.6,34,100,89.8,3892,64.8,23.62,,1.74,711.2,3.538,-6,8.26,0.0348,90,46,142.4,7.04,5.58,3.26
A,5.613333333,24.06666667,0.252,71.4,138.8,0.132,0.14,0.06,130.8,123,46.4,8.4,29.6,34.4,98,89.8,3896,65,23.62,1040,1.74,713.8,3.538,-6,8.28,0.0356,90,46,142.6,7.04,5.58,3.24
A,5.56,23.94666667,0.287333333,69.8,139,0.108,0.12,0.04,134.4,122.8,46,10.2,30.8,33.4,114,90,3894,66,24.12,1048,1.64,709.8,3.29,-6,8.26,0.0362,90,46,142.4,7.1,5.52,3.04
A,5.606666667,23.98666667,0.268666667,71.2,140.6,0.056,0.14,0.1,136.6,125.6,46,11,32,34.2,116,90.6,3890,65.4,23.8,1036,1.64,703.4,3.29,-6,8.3,0.0354,90,46,142.6,7.12,5.58,3.12
A,5.593333333,24.02,0.184666667,70,138,0.07,0.08,0.02,143.4,125.6,49.6,11.2,32.4,36.6,88,91.2,3896,65.2,23.74,1044,1.68,701.2,3.39,-6,8.26,0.0334,90,46,143,7.14,5.58,3.12
D,5.553333333,23.81333333,0.126,69.6,138.8,0.006,0.38,0.12,150.4,125.6,46.2,15,34.8,37.2,104,90.4,3894,65.8,23.7,1004,0.98,701,1.648,-6.2,8.44,0.0346,90,46,143,6.54,5.28,1.38
B,5.353333333,23.90666667,0.268666667,65.4,137.6,0.066,0.14,0.06,152,126,46.2,16.6,35,34.8,104,91,3902,65.2,23.6,982,1,700.4,1.698,-6.2,8.38,0.0346,90,46,142.8,6.54,5.28,1.4
B,5.413333333,24.07333333,0.294666667,63,133.6,0.03,0.22,0.02,149.6,122.6,46,15.2,34.8,34.8,96,90,3898,65,23.78,988,1.02,706,1.746,-6.4,8.3,0.035,90,46,142.6,6.54,5.3,1.4
B,5.38,24.07333333,0.232666667,70,143.6,0.124,0.16,0.04,148.6,124.6,45.8,17.4,34,33.6,96,90.8,3890,65.2,24.06,1024,1,707.6,1.696,-6.4,8.4,0.033,90,46,142.6,6.54,5.3,1.4
B,5.353333333,23.98666667,0.267333333,66.4,139.6,0.03,0.06,0.04,144,122.2,55.4,15,33.6,33.2,104,89.6,3892,64.4,23.7,1034,0.98,725.6,1.648,-6.4,8.4,0.0328,90,46,143,6.54,5.26,1.34
B,5.313333333,23.98666667,0.382666667,69.2,143.6,0.028,0.02,0.02,148.8,125.8,45.8,17,34.8,33.2,102,90.4,3890,64.2,23.82,1020,0.96,704.8,1.598,-6.4,8.4,0.0328,90,46,143.2,6.54,5.26,1.34
B,5.393333333,24.04,0.267333333,63.6,135.4,0.026,0.1,0.06,148.4,123.6,45.8,17,35.4,31.6,96,89.6,3900,64,24.02,1032,0.98,704.8,1.648,-6.4,8.48,0.0338,90,46,142.6,6.54,5.28,1.34
B,5.313333333,24.02666667,0.325333333,67.4,141.6,0.062,0.18,0.02,151.4,125,50,17.8,36.8,33.2,100,90.6,3890,64.6,23.5,1022,1.04,708.4,1.798,-6.4,8.38,0.037,90,50,143.2,6.56,5.26,1.46
B,5.32,23.86666667,0.263333333,63.4,136.2,0.108,0.2,0.04,141.6,121.6,49.6,13.8,34.4,30.8,96,90,3894,64.2,23.88,1018,1.02,709.6,1.748,-6.4,8.38,0.0332,90,50,142.6,6.56,5.28,1.4
B,5.306666667,23.93333333,0.271333333,71.8,146.8,0.112,0.1,0.02,90.4,123,50,4.2,15.6,20.6,102,87.4,2628,64.4,23.74,1050,1.02,733.8,1.748,-6.4,8.36,0.0338,90,50,142.4,6.54,5.3,1.44
B,5.273333333,23.99333333,0.363333333,67.4,143,0.096,0.24,0.08,140.6,122.6,50,11.8,34,33.8,100,90.4,3992,64.8,23.58,1050,0.98,738,1.648,-6.4,8.42,0.0442,90,50,142.6,6.56,5.24,1.3
B,5.266666667,24.04,0.277333333,65.2,139.8,0.088,0.4,0.06,161.4,123.4,50,14.8,35.2,49.8,100,90.4,3994,65.4,24.06,1054,1,723.2,1.698,-6.2,8.4,0.0476,90,50,142.2,6.58,5.26,1.38
B,5.226666667,23.88666667,0.243333333,77.6,,0.026,0.1,0.02,151.4,123,50,15.6,34.4,40.4,96,90.8,3994,65.6,23.84,1062,1,725,1.696,-6.2,8.36,0.0466,90,50,142.4,6.58,5.26,1.36
B,5.306666667,23.98,0.316,70,143.8,0.028,0.16,0.1,152,123.2,50,15.6,35.4,38.6,100,89.2,3994,65.2,23.86,1066,0.98,732.2,1.648,-6,8.42,0.0376,90,50,142.2,6.58,5.3,1.34
B,5.306666667,23.96,0.306,63.2,136.2,0.028,0.12,0.02,0.2,128.6,46,-0.6,0.2,-1.2,130,89.8,1006,65.4,23.74,48,0.92,,1.498,-6,8.36,0.0372,90,50,142.6,6.58,5.3,1.34
B,5.366666667,24.01333333,0.274,67.6,140.2,0.012,0.16,0.02,149.2,123.4,49.4,14.6,35.6,38.2,98,90.2,3998,65.4,23.74,1064,0.96,723.4,1.596,-6,8.4,0.0354,90,50,142.6,6.58,5.3,1.34
